Service Request No,original_address_field,st_num_x,st_dir_x,st_name,Location,Created Date,Status Date,Status,Vehicle Make/Model,License Plate Number,Pound assigned inventory number,City X Coordinate,City Y Coordinate,Vehicle Body Style,impound_date,date,X Coordinate,Y Coordinate,X,Y,iss_dt_tim,st_num_y,st_dir_y,st_nm,st_name_edit,address,lcns_plt_s,viol_cd,viol_desc,rpt_dstrct,vhcl_make,fine_lvl,tckt_que,year,on_route,datetime,penalty
16-01248782,3984 S ARCHER AVE,3984,S,ARCHER AVE,3984 S ARCHER AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Nissan,Z780229,2785378,1158907.098,1878107.562,Sedan 4 Door,2/27/2016,2/27/2016,-87.69256088,41.82125686,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248784,621 S STATE ST,621,S,STATE ST,621 S STATE ST,3/1/2016 0:00,3/11/2016 0:00,Completed,Toyota,G387122,2785380,1176454.803,1897538.828,Sedan 4 Door,2/27/2016,2/27/2016,-87.62760151,41.87420053,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248785,3557 S ARCHER AVE,3557,S,ARCHER AVE,3557 S ARCHER AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Chevrolet,H992979,2785381,1162442.06,1881047.647,Sedan 4 Door,2/27/2016,2/27/2016,-87.67951073,41.82925171,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248696,5143 S ARCHER AVE,5143,S,ARCHER AVE,5143 S ARCHER AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Kia Motors Corp,V317324,2785382,1148336.557,1870447.822,Sedan 4 Door,2/27/2016,2/27/2016,-87.73153615,41.80044718,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248698,706 S STATE ST,706,S,STATE ST,706 S STATE ST,3/1/2016 0:00,3/11/2016 0:00,Completed,Chevrolet,Y736186,2785384,1176469.565,1897079.237,Sedan 4 Door,2/27/2016,2/27/2016,-87.62756118,41.87293905,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248699,700 S STATE ST,700,S,STATE ST,700 S STATE ST,3/1/2016 0:00,3/11/2016 0:00,Completed,Hyundai,Z426782,2785385,1176467.765,1897134.937,Sedan 4 Door,2/27/2016,2/27/2016,-87.62756611,41.87309193,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248702,811 S STATE ST,811,S,STATE ST,811 S STATE ST,3/1/2016 0:00,3/11/2016 0:00,Completed,Hyundai,E633761,2785387,1176484.012,1896615.093,Sedan 4 Door,2/27/2016,2/27/2016,-87.62752215,41.87166508,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248703,1407 S STATE ST,1407,S,STATE ST,1407 S STATE ST,3/1/2016 0:00,3/11/2016 0:00,Completed,Chrysler,Z753152,2785388,1176557.288,1893770.483,Sedan 4 Door,2/27/2016,2/27/2016,-87.62733902,41.86385764,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248704,5144 S ARCHER AVE,5144,S,ARCHER AVE,5144 S ARCHER AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Nissan,597S475T,2785389,1148320.757,1870444.522,Carryall,2/27/2016,2/27/2016,-87.73159418,41.80043843,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248706,5446 S ARCHER AVE,5446,S,ARCHER AVE,5446 S ARCHER AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Dodge,1357841B,2785390,1144764.4,1869681.199,Pickup,2/27/2016,2/27/2016,-87.74465583,41.79841133,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248708,1413 S STATE ST,1413,S,STATE ST,1413 S STATE ST,3/1/2016 0:00,3/11/2016 0:00,Completed,Dodge,V446461,2785391,1176558.888,1893709.683,Carryall,2/27/2016,2/27/2016,-87.62733498,41.86369077,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248709,6228 S COTTAGE GROVE AVE,6228,S,COTTAGE GROVE AVE,6228 S COTTAGE GROVE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Ford,U8371Y,2785392,1182634.886,1863887.492,Carryall,2/27/2016,2/27/2016,-87.60595748,41.78171726,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248710,830 E MIDWAY PLAISANCE,830,E,MIDWAY PLAISANCE,830 E MIDWAY PLAISANCE,3/1/2016 0:00,3/11/2016 0:00,Completed,Honda,C0E155,2785393,1182792.707,1865603.907,Sedan 4 Door,2/27/2016,2/27/2016,-87.60532559,41.7864236,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248711,6321 S COTTAGE GROVE AVE,6321,S,COTTAGE GROVE AVE,6321 S COTTAGE GROVE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Hyundai,Z535543,2785394,1182649.917,1863270.936,Sedan 4 Door,2/27/2016,2/27/2016,-87.60592149,41.78002503,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248712,8450 S COTTAGE GROVE AVE,8450,S,COTTAGE GROVE AVE,8450 S COTTAGE GROVE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Dodge,E895846,2785395,1183037.983,1848983.83,Sedan 4 Door,2/27/2016,2/27/2016,-87.60494231,41.74081075,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248713,8857 S COTTAGE GROVE AVE,8857,S,COTTAGE GROVE AVE,8857 S COTTAGE GROVE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Lexus,Y762727,2785396,1183113.18,1846346.759,Sedan 4 Door,2/27/2016,2/27/2016,-87.60474859,41.73357259,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248714,8915 S COTTAGE GROVE AVE,8915,S,COTTAGE GROVE AVE,8915 S COTTAGE GROVE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Chevrolet,,2785397,1183123.117,1845977.677,Carryall,2/27/2016,2/27/2016,-87.60472363,41.73255955,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248715,8916 S COTTAGE GROVE AVE,8916,S,COTTAGE GROVE AVE,8916 S COTTAGE GROVE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Chevrolet,Y749602,2785398,1183118.817,1846138.377,Sedan 4 Door,2/27/2016,2/27/2016,-87.6047344,41.73300063,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248717,5235 S ARCHER AVE,5235,S,ARCHER AVE,5235 S ARCHER AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Mercedes,Z403074,2785399,1147039.866,1870172.577,Sedan 2 Door,2/27/2016,2/27/2016,-87.7362986,41.79971668,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248718,2441 S KEDZIE AVE,2441,S,KEDZIE AVE,2441 S KEDZIE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Nissan,Z152115,2785400,1155412.572,1887605.913,Sedan 4 Door,2/27/2016,2/27/2016,-87.70512583,41.8473923,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248720,1852 S KEDZIE AVE,1852,S,KEDZIE AVE,1852 S KEDZIE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Honda,Z892653,2785401,1155316.328,1890930.372,Sedan 4 Door,2/27/2016,2/27/2016,-87.70538982,41.85651692,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01248721,2442 S KEDZIE AVE,2442,S,KEDZIE AVE,2442 S KEDZIE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Nissan,S814502,2785402,1155412.772,1887599.313,Sedan 4 Door,2/27/2016,2/27/2016,-87.70512527,41.84737418,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253035,3701 W 15TH ST,3701,W,15TH ST,3701 W 15TH ST,3/1/2016 0:00,3/11/2016 0:00,Completed,Buick,VKS908,2785430,1151942.336,1892458.83,Sedan 4 Door,2/28/2016,2/28/2016,-87.71773402,41.86077824,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253046,61 S STATE ST,61,S,STATE ST,61 S STATE ST,3/1/2016 0:00,3/11/2016 0:00,Completed,Ford,1304942,2785439,1176391.093,1900106.08,Carryall,2/28/2016,2/28/2016,-87.62775793,41.88124665,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253047,720 S STATE ST,720,S,STATE ST,720 S STATE ST,3/1/2016 0:00,3/11/2016 0:00,Completed,Chevrolet,R828224,2785440,1176473.837,1896949.368,Sedan 4 Door,2/28/2016,2/28/2016,-87.62754942,41.87258258,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253048,601 S STATE ST,601,S,STATE ST,601 S STATE ST,3/1/2016 0:00,3/11/2016 0:00,Completed,Bmw,BP7,2785441,1176451.322,1897658.728,Sedan 4 Door,2/28/2016,2/28/2016,-87.62761067,41.87452962,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253049,820 S STATE ST,820,S,STATE ST,820 S STATE ST,3/1/2016 0:00,3/11/2016 0:00,Completed,Ford,E934777,2785442,1176485.112,1896572.993,Sedan 4 Door,2/28/2016,2/28/2016,-87.62751939,41.87154953,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253050,2040 S ARCHER AVE,2040,S,ARCHER AVE,2040 S ARCHER AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Chevrolet,V618913,2785443,1175512.069,1890379.295,Carryall,2/28/2016,2/28/2016,-87.63127772,41.85457551,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253051,2900 S ARCHER AVE,2900,S,ARCHER AVE,2900 S ARCHER AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Chevrolet,Z886161,2785444,1168357.319,1885659.989,Sedan 4 Door,2/28/2016,2/28/2016,-87.65767477,41.84178283,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253052,1222 S STATE ST,1222,S,STATE ST,1222 S STATE ST,3/1/2016 0:00,3/11/2016 0:00,Completed,Buick,ZHV151,2785445,1176528.136,1894930.786,Sedan 4 Door,2/28/2016,2/28/2016,-87.62741101,41.86704224,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253054,1906 S ARCHER AVE,1906,S,ARCHER AVE,1906 S ARCHER AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Honda,7682745,2785447,1176561.916,1891067.15,Sedan 4 Door,2/28/2016,2/28/2016,-87.62740363,41.85643941,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253055,4406 S KEDZIE AVE,4406,S,KEDZIE AVE,4406 S KEDZIE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Nissan,A913314,2785448,1155760.226,1875219.86,Sedan 4 Door,2/28/2016,2/28/2016,-87.70418284,41.81339645,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253059,3426 S KINGSTON,3426,S,DOCTOR MARTIN LUTHER KING JR DR,3426 S DOCTOR MARTIN LUTHER KING JR DR,3/1/2016 0:00,3/11/2016 0:00,Completed,Hyundai,4423839,2785452,,,Sedan 4 Door,2/28/2016,2/28/2016,-87.6177534,41.8321236,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253061,860 E MIDWAY PLAISANCE,860,E,MIDWAY PLAISANCE,860 E MIDWAY PLAISANCE,3/1/2016 0:00,3/11/2016 0:00,Completed,Nissan,E378978,2785453,1182995.37,1865608.585,Sedan 4 Door,2/28/2016,2/28/2016,-87.60458239,41.78643172,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01619340,750 E MIDWAY PLAISANCE,750,E,MIDWAY PLAISANCE,750 E MIDWAY PLAISANCE,3/11/2016 0:00,3/11/2016 0:00,Completed,Saturn,Z138358,2785454,1182354.8,1865840.59,Sedan 4 Door,2/28/2016,2/28/2016,-87.60692383,41.78708324,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253062,3322 S KINGSTON,3322,S,DOCTOR MARTIN LUTHER KING JR DR,3322 S DOCTOR MARTIN LUTHER KING JR DR,3/1/2016 0:00,3/11/2016 0:00,Completed,Chevrolet,GMG1349,2785455,,,Sedan 4 Door,2/28/2016,2/28/2016,-87.617372,41.834004,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253064,7617 S COTTAGE GROVE AVE,7617,S,COTTAGE GROVE AVE,7617 S COTTAGE GROVE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Toyota,E379243,2785456,1182882.259,1854679.774,Sedan 4 Door,2/28/2016,2/28/2016,-87.60533629,41.75644465,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253065,5560 S ARCHER AVE,5560,S,ARCHER AVE,5560 S ARCHER AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Chevrolet,Z615446,2785457,1143642.59,1869453.383,Sedan 4 Door,2/28/2016,2/28/2016,-87.74877548,41.79780717,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253066,7035 W ARCHER AVE,7035,W,ARCHER AVE,7035 W ARCHER AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Saturn,,2785458,1130292.957,1867259.869,Sedan 4 Door,2/28/2016,2/28/2016,-87.797782,41.79202645,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253068,8100 S COTTAGE GROVE AVE,8100,S,COTTAGE GROVE AVE,8100 S COTTAGE GROVE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Lexus,Z402473,2785459,1182964.336,1851467.283,Sedan 4 Door,2/28/2016,2/28/2016,-87.60513514,41.74762733,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253069,9111 S COTTAGE GROVE AVE,9111,S,COTTAGE GROVE AVE,9111 S COTTAGE GROVE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Buick,X946596,2785460,1183157.019,1844688.544,Sedan 4 Door,2/28/2016,2/28/2016,-87.60463942,41.72902124,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253070,10000 S COTTAGE GROVE AVE,10000,S,COTTAGE GROVE AVE,10000 S COTTAGE GROVE AVE,3/1/2016 0:00,3/30/2016 0:00,Completed,Ford,,2785461,1183033.341,1838820.291,Carryall,2/28/2016,2/28/2016,-87.60527427,41.71292092,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01619341,9217 S COTTAGE GROVE AVE,9217,S,COTTAGE GROVE AVE,9217 S COTTAGE GROVE AVE,3/11/2016 0:00,3/11/2016 0:00,Completed,Toyota,E735553,2785462,1183176.236,1843957.63,Sedan 4 Door,2/28/2016,2/28/2016,-87.60459169,41.72701508,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253071,5100 S ARCHER AVE,5100,S,ARCHER AVE,5100 S ARCHER AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Ford,1131081B,2785463,1149005.742,1870589.681,Pickup,2/28/2016,2/28/2016,-87.72907835,41.80082358,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253072,2415 S KEDZIE AVE,2415,S,KEDZIE AVE,2415 S KEDZIE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Saturn,S362120,2785464,1155407.372,1887778.713,Carryall,2/28/2016,2/28/2016,-87.70514027,41.84786658,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253073,4245 S KEDZIE AVE,4245,S,KEDZIE AVE,4245 S KEDZIE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Nissan,E976504,2785465,1155723.269,1876214.74,Sedan 4 Door,2/28/2016,2/28/2016,-87.70429169,41.81612727,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253074,3348 E 106TH ST,3348,E,106TH ST,3348 E 106TH ST,3/1/2016 0:00,3/11/2016 0:00,Completed,Nissan,Z476484,2785466,1200276.83,1835269.08,Sedan 4 Door,2/28/2016,2/28/2016,-87.54224373,41.70275863,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253075,3551 E 106TH ST,3551,E,106TH ST,3551 E 106TH ST,3/1/2016 0:00,3/11/2016 0:00,Completed,Honda,A351079,2785467,1201610.522,1835275.5,Sedan 4 Door,2/28/2016,2/28/2016,-87.53735999,41.70274252,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253076,4453 S KEDZIE AVE,4453,S,KEDZIE AVE,4453 S KEDZIE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Ford,Z161932,2785468,1155779.487,1874700.56,Carryall,2/28/2016,2/28/2016,-87.70412614,41.81197103,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01253077,4507 S KEDZIE AVE,4507,S,KEDZIE AVE,4507 S KEDZIE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Honda,R700687,2785469,1155784.992,1874553.68,Van,2/28/2016,2/28/2016,-87.70410989,41.81156786,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01250113,4011 S ARCHER AVE,4011,S,ARCHER AVE,4011 S ARCHER AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Chrysler,FSL0515,2785524,1158739.69,1877968.06,Sedan 4 Door,2/29/2016,2/29/2016,-87.69317883,41.82087747,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01250115,4146 S ARCHER AVE,4146,S,ARCHER AVE,4146 S ARCHER AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Toyota,R147718,2785525,1157527.889,1876958.201,Sedan 4 Door,2/29/2016,2/29/2016,-87.69765174,41.81813098,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01250116,812 S STATE ST,812,S,STATE ST,812 S STATE ST,3/1/2016 0:00,3/11/2016 0:00,Completed,Mercedes,R922455,2785526,1176484.112,1896610.493,Sedan 4 Door,2/29/2016,2/29/2016,-87.62752193,41.87165246,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01250119,852 S STATE ST,852,S,STATE ST,852 S STATE ST,3/1/2016 0:00,3/11/2016 0:00,Completed,Ford,Y127989,2785528,1176489.226,1896423.032,Sedan 4 Door,2/29/2016,2/29/2016,-87.62750881,41.87113794,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01250120,3935 S KEDZIE AVE,3935,S,KEDZIE AVE,3935 S KEDZIE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Ford,1289977B,2785529,1155650.453,1878230.02,Pickup,2/29/2016,2/29/2016,-87.70450469,41.82165892,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01250121,5312 S KEDZIE AVE,5312,S,KEDZIE AVE,5312 S KEDZIE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Toyota,Z411791,2785530,1155949.817,1869178.036,Sedan 4 Door,2/29/2016,2/29/2016,-87.70364977,41.79681305,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01250123,1348 S STATE ST,1348,S,STATE ST,1348 S STATE ST,3/1/2016 0:00,3/11/2016 0:00,Completed,Audi,FWX3304,2785531,1176547.204,1894158.757,Sedan 4 Door,2/29/2016,2/29/2016,-87.62736432,41.86492332,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01250125,8740 S COTTAGE GROVE AVE,8740,S,COTTAGE GROVE AVE,8740 S COTTAGE GROVE AVE,3/1/2016 0:00,3/11/2016 0:00,Completed,Volkswagen,Z7581551,2785532,1183093.606,1847095.845,Sedan 4 Door,2/29/2016,2/29/2016,-87.60479707,41.73562862,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01619342,2255 E 103RD ST,2255,E,103RD ST,2255 E 103RD ST,3/11/2016 0:00,3/14/2016 0:00,Completed,Jeep (If Mfd. Prior To 1970),JIMMIES3,2785535,1192977.065,1837125.924,Carryall,2/27/2016,2/27/2016,-87.56891276,41.7080349,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01250128,3544 E 106TH ST,3544,E,106TH ST,3544 E 106TH ST,3/1/2016 0:00,3/11/2016 0:00,Completed,Chevrolet,R803436,2785536,1201575.922,1835275.4,Sedan 4 Door,2/29/2016,2/29/2016,-87.53748669,41.70274313,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01250129,1600 E 79TH ST,1600,E,79TH ST,1600 E 79TH ST,3/1/2016 0:00,3/11/2016 0:00,Completed,Toyota,9727900,2785537,1188267.857,1852924.75,Carryall,2/29/2016,2/29/2016,-87.5856553,41.75150194,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01266604,678 S STATE ST,678,S,STATE ST,678 S STATE ST,3/2/2016 0:00,3/11/2016 0:00,Completed,Nissan,GJX7069,2785585,1176464.265,1897243.637,Sedan 4 Door,3/1/2016,3/1/2016,-87.62757568,41.87339029,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01266606,1513 S STATE ST,1513,S,STATE ST,1513 S STATE ST,3/2/2016 0:00,3/11/2016 0:00,Completed,Dodge,V790872,2785586,1176579.47,1892927.563,Sedan 4 Door,3/1/2016,3/1/2016,-87.62728304,41.86154411,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01266611,950 E MIDWAY PLAISANCE,950,E,MIDWAY PLAISANCE,950 E MIDWAY PLAISANCE,3/2/2016 0:00,3/11/2016 0:00,Completed,Ford,BLV0403,2785589,1183589.004,1865881.921,Sedan 4 Door,3/1/2016,3/1/2016,-87.60239733,41.78716795,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01266613,2900 S ARCH ST,2900,S,ARCH ST,2900 S ARCH ST,3/2/2016 0:00,3/11/2016 0:00,Completed,Ford,E324846,2785591,1167877.803,1885345.016,Sedan 4 Door,3/1/2016,3/1/2016,-87.65944351,41.84092885,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01266615,6161 S KEDZIE AVE,6161,S,KEDZIE AVE,6161 S KEDZIE AVE,3/2/2016 0:00,3/11/2016 0:00,Completed,Chevrolet,E706892,2785592,1156113.18,1863526.44,Carryall,3/1/2016,3/1/2016,-87.70320259,41.78130098,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01266619,1000 E MIDWAY PLAISANCE,1000,E,MIDWAY PLAISANCE,1000 E MIDWAY PLAISANCE,3/2/2016 0:00,3/11/2016 0:00,Completed,Kia Motors Corp,N229540,2785596,1183910.004,1865889.121,Sedan 4 Door,3/1/2016,3/1/2016,-87.60122015,41.78718021,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01619346,2811 S ARCHER AVE,2811,S,ARCHER AVE,2811 S ARCHER AVE,3/11/2016 0:00,3/11/2016 0:00,Completed,Pontiac,R786955,2785655,1169207.966,1886217.818,Sedan 4 Door,3/2/2016,3/2/2016,-87.654537,41.84329516,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01282979,2839 S ARCHER AVE,2839,S,ARCHER AVE,2839 S ARCHER AVE,3/3/2016 0:00,3/11/2016 0:00,Completed,Nissan,V572149,2785656,1168933.031,1886037.388,Sedan 4 Door,3/2/2016,3/2/2016,-87.65555117,41.842806,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01282951,6030 S COTTAGE GROVE AVE,6030,S,COTTAGE GROVE AVE,6030 S COTTAGE GROVE AVE,3/3/2016 0:00,3/11/2016 0:00,Completed,Ford,XEB7505,2785657,1182604.25,1865201.419,Pickup,3/2/2016,3/2/2016,-87.60602905,41.78532351,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01282980,3448 S KINGSTON,3448,S,DOCTOR MARTIN LUTHER KING JR DR,3448 S DOCTOR MARTIN LUTHER KING JR DR,3/3/2016 0:00,3/11/2016 0:00,Completed,Chevrolet,S870843,2785658,,,Sedan 4 Door,3/2/2016,3/2/2016,-87.617316,41.8317,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01282981,2974 S ARCHER AVE,2974,S,ARCHER AVE,2974 S ARCHER AVE,3/3/2016 0:00,3/11/2016 0:00,Completed,Jeep - Year Greater 1988,Y964761,2785659,1167651.74,1885196.32,Carryall,3/2/2016,3/2/2016,-87.66027735,41.84052568,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01282982,1649 W 79TH ST,1649,W,79TH ST,1649 W 79TH ST,3/3/2016 0:00,3/11/2016 0:00,Completed,Kia Motors Corp,Y881466,2785660,1166631.623,1852321.554,Sedan 4 Door,3/2/2016,3/2/2016,-87.66495873,41.75033529,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01282984,2610 E 79TH ST,2610,E,79TH ST,2610 E 79TH ST,3/3/2016 0:00,3/11/2016 0:00,Completed,Chevrolet,S904729,2785661,1194996.193,1853092.99,Sedan 4 Door,3/2/2016,3/2/2016,-87.5609941,41.75180052,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01282985,2114 E 79TH ST,2114,E,79TH ST,2114 E 79TH ST,3/3/2016 0:00,3/11/2016 0:00,Completed,Pontiac,Z236471,2785662,1191722.563,1853007.051,Sedan 2 Door,3/2/2016,3/2/2016,-87.572993,41.75164471,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01310628,548 W MADISON ST,548,W,MADISON ST,548 W MADISON ST,3/4/2016 0:00,3/11/2016 0:00,Completed,Chevrolet,V554267,2785713,1172676.411,1900298.342,Sedan 4 Door,3/3/2016,3/3/2016,-87.64139223,41.88185723,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01310594,600 S STATE ST,600,S,STATE ST,600 S STATE ST,3/4/2016 0:00,3/17/2016 0:00,Completed,Toyota,G863082,2785714,1176451.122,1897667.028,Sedan 4 Door,3/3/2016,3/3/2016,-87.62761115,41.8745524,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01310595,800 S STATE ST,800,S,STATE ST,800 S STATE ST,3/4/2016 0:00,3/11/2016 0:00,Completed,Toyota,F968585,2785715,1176482.612,1896666.693,Carryall,3/3/2016,3/3/2016,-87.62752574,41.87180671,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01310629,1347 S STATE ST,1347,S,STATE ST,1347 S STATE ST,3/4/2016 0:00,3/11/2016 0:00,Completed,Kia Motors Corp,E797060,2785716,1176547.004,1894164.957,Sedan 4 Door,3/3/2016,3/3/2016,-87.62736487,41.86494034,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01310630,6844 S ARCHER,6844,S,ARCHER,6844 S ARCHER,3/4/2016 0:00,3/11/2016 0:00,Completed,Ford,F73417,2785717,,,Carryall,3/3/2016,3/3/2016,-87.781879,41.792372,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01310632,5250 S ARCHER AVE,5250,S,ARCHER AVE,5250 S ARCHER AVE,3/4/2016 0:00,3/11/2016 0:00,Completed,Hyundai,E745392,2785718,1146824.366,1870127.377,Sedan 2 Door,3/3/2016,3/3/2016,-87.73709006,41.79959675,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01310597,6018 S KEDZIE AVE,6018,S,KEDZIE AVE,6018 S KEDZIE AVE,3/4/2016 0:00,3/11/2016 0:00,Completed,Dodge,1798270-,2785719,1156082.886,1864544.818,Pickup,3/3/2016,3/3/2016,-87.7032863,41.78409617,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01310633,6411 S KEDZIE AVE,6411,S,KEDZIE AVE,6411 S KEDZIE AVE,3/4/2016 0:00,3/11/2016 0:00,Completed,Chrysler,V156482,2785720,1156156.597,1861889.993,Van,3/3/2016,3/3/2016,-87.70308739,41.77680945,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-01310634,811 S STATE ST,811,S,STATE ST,811 S STATE ST,3/4/2016 0:00,3/11/2016 0:00,Completed,Jeep - Year Greater 1988,Z309613,2785721,1176484.012,1896615.093,Carryall,3/3/2016,3/3/2016,-87.62752215,41.87166508,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
