Service Request No,original_address_field,st_num_x,st_dir_x,st_name,Location,Created Date,Status Date,Status,Vehicle Make/Model,License Plate Number,Pound assigned inventory number,City X Coordinate,City Y Coordinate,Vehicle Body Style,impound_date,date,X Coordinate,Y Coordinate,X,Y,iss_dt_tim,st_num_y,st_dir_y,st_nm,st_name_edit,address,lcns_plt_s,viol_cd,viol_desc,rpt_dstrct,vhcl_make,fine_lvl,tckt_que,year,on_route,datetime,penalty
,,,,,,,,,,1702659,,,,,,1/9/2016 0:00,,,-87.61163,41.75092,1/9/2016 3:18,523,E,79TH,79TH ST,523 E 79TH,IL,964060,3-7 AM SNOW ROUTE,6,CHEV,60,Define,2016,TRUE,1/9/2016 3:18,TICKET - NO TOW
,,,,,,,,,,CBE486,,,,,,1/9/2016 0:00,,,-87.61161,41.7510051,1/9/2016 3:20,521,E,79TH,79TH ST,521 E 79TH,MS,964060,3-7 AM SNOW ROUTE,6,ACUR,60,Dismissed,2016,TRUE,1/9/2016 3:20,TICKET - NO TOW
,,,,,,,,,,S720511,,,,,,1/9/2016 0:00,,,-87.66974,41.90302,1/9/2016 3:28,1657,W,DIVISION,DIVISION ST,1657 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,12,MAZD,120,Paid,2016,TRUE,1/9/2016 3:28,TICKET - NO TOW
,,,,,,,,,,K922882,,,,,,1/9/2016 0:00,,,-87.6557616,41.8817542,1/9/2016 3:47,1130,W,MADISO,MADISON ST,1130 W MADISO,IL,964060,3-7 AM SNOW ROUTE,12,VOLV,60,Paid,2016,TRUE,1/9/2016 3:47,TICKET - NO TOW
,,,,,,,,,,6KKS757,,,,,,1/11/2016 0:00,,,-87.6731392,42.0063059,1/11/2016 15:09,6829,N,CLARK,CLARK ST,6829 N CLARK,CA,964060,3-7 AM SNOW ROUTE,24,SUBA,60,Define,2016,TRUE,1/11/2016 15:09,TICKET - NO TOW
,,,,,,,,,,nan,,,,,,1/9/2016 0:00,,,-87.62765,41.8631699,1/9/2016 3:20,1428,S,STATE ST,STATE ST,1428 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,1,PORS,60,Define,2016,TRUE,1/9/2016 3:20,TICKET - NO TOW
,,,,,,,,,,S900873,,,,,,1/12/2016 0:00,,,-87.62676,41.85602,1/12/2016 3:14,1931,S,STATE,STATE ST,1931 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,DODG,60,Paid,2016,TRUE,1/12/2016 3:14,TICKET - NO TOW
,,,,,,,,,,E411008,,,,,,1/13/2016 0:00,,,-87.6277784,41.8725388,1/13/2016 3:04,718,S,STATE ST,STATE ST,718 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,1,HOND,120,Paid,2016,TRUE,1/13/2016 3:04,TICKET - NO TOW
,,,,,,,,,,4969677,,,,,,1/13/2016 0:00,,,-87.6277395,41.8715489,1/13/2016 3:06,810,S,STATE ST,STATE ST,810 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,1,GMC,120,Paid,2016,TRUE,1/13/2016 3:06,TICKET - NO TOW
,,,,,,,,,,1567541,,,,,,1/13/2016 0:00,,,-87.6272651,41.8713346,1/13/2016 3:12,825,S,STATE ST,STATE ST,825 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,1,DODG,60,Dismissed,2016,TRUE,1/13/2016 3:12,TICKET - NO TOW
,,,,,,,,,,Z456968,,,,,,1/13/2016 0:00,,,-87.6272651,41.8712462,1/13/2016 3:15,835,S,STATE ST,STATE ST,835 S STATE ST,IL,964060,3-7 AM SNOW ROUTE,1,JEEP,60,Paid,2016,TRUE,1/13/2016 3:15,TICKET - NO TOW
,,,,,,,,,,6899TX,,,,,,1/13/2016 0:00,,,-87.6303793,41.904063,1/13/2016 3:15,46,W,DIVISION,DIVISION ST,46 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,18,DODG,60,Paid,2016,TRUE,1/13/2016 3:15,TICKET - NO TOW
,,,,,,,,,,134LDO,,,,,,1/14/2016 0:00,,,-87.6739912,42.0099422,1/14/2016 3:05,7031,N,CLARK,CLARK ST,7031 N CLARK,IN,964060,3-7 AM SNOW ROUTE,24,TOYT,60,Paid,2016,TRUE,1/14/2016 3:05,TICKET - NO TOW
,,,,,,,,,,R968641,,,,,,1/12/2016 0:00,,,-87.6407698,41.8817251,1/12/2016 5:45,535,W,MADISON,MADISON ST,535 W MADISON,IL,964060,3-7 AM SNOW ROUTE,1,TOYT,60,Paid,2016,TRUE,1/12/2016 5:45,TICKET - NO TOW
,,,,,,,,,,R701865,,,,,,1/13/2016 0:00,,,-87.6277392,41.8715309,1/13/2016 5:21,812,S,STATE,STATE ST,812 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,MAZD,60,Paid,2016,TRUE,1/13/2016 5:21,TICKET - NO TOW
,,,,,,,,,,E702145,,,,,,1/6/2016 0:00,,,-87.75408,41.88078,1/6/2016 3:18,5134,W,MADISON,MADISON ST,5134 W MADISON,IL,964060,3-7 AM SNOW ROUTE,15,CHEV,60,Define,2016,TRUE,1/6/2016 3:18,TICKET - NO TOW
,,,,,,,,,,9456413,,,,,,1/7/2016 0:00,,,-87.77503,41.90223,1/7/2016 3:12,5950,W,DIVISION,DIVISION ST,5950 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,15,TOYT,60,Paid,2016,TRUE,1/7/2016 3:12,TICKET - NO TOW
,,,,,,,,,,P872797,,,,,,1/8/2016 0:00,,,-87.76499,41.89418,1/8/2016 3:19,737,N,CENTRAL,CENTRAL AVE,737 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,15,GMC,120,Notice,2016,TRUE,1/8/2016 3:19,TICKET - NO TOW
,,,,,,,,,,YJ9E5N,,,,,,1/3/2016 0:00,,,-87.62578,41.8530449,1/3/2016 3:08,39,E,CERMAK,CERMAK,39 E CERMAK,MO,964060,3-7 AM SNOW ROUTE,1,FORD,60,Bankruptcy,2016,TRUE,1/3/2016 3:08,TICKET - NO TOW
,,,,,,,,,,V948429,,,,,,1/1/2016 0:00,,,-87.6492488,41.8818641,1/1/2016 3:53,848,W,MADISON,MADISON ST,848 W MADISON,IL,964060,3-7 AM SNOW ROUTE,12,FORD,60,Paid,2016,TRUE,1/1/2016 3:53,TICKET - NO TOW
,,,,,,,,,,X531908,,,,,,1/9/2016 0:00,,,-87.6787716,41.9032774,1/9/2016 3:11,2040,W,DIVISION,DIVISION ST,2040 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,12,SUZI,60,Paid,2016,TRUE,1/9/2016 3:11,TICKET - NO TOW
,,,,,,,,,,V915113,,,,,,1/3/2016 0:00,,,-87.67853,41.91136,1/3/2016 3:04,1639,N,MILWAUKEE,MILWAUKEE AVE,1639 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,CHEV,60,Paid,2016,TRUE,1/3/2016 3:04,TICKET - NO TOW
,,,,,,,,,,Z511062,,,,,,1/9/2016 0:00,,,-87.6304299,41.9037928,1/9/2016 3:14,47,W,DIVISION,DIVISION ST,47 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,18,AUDI,60,Paid,2016,TRUE,1/9/2016 3:14,TICKET - NO TOW
,,,,,,,,,,E412780,,,,,,1/10/2016 0:00,,,-87.7090599,41.9781199,1/10/2016 3:12,5312,N,KEDZIE,KEDZIE AVE,5312 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,TOYT,60,Paid,2016,TRUE,1/10/2016 3:12,TICKET - NO TOW
,,,,,,,,,,V557082,,,,,,1/10/2016 0:00,,,-87.70838,41.97792,1/10/2016 3:19,5317,N,KEDZIE,KEDZIE AVE,5317 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,INFI,60,Paid,2016,TRUE,1/10/2016 3:19,TICKET - NO TOW
,,,,,,,,,,Y721577,,,,,,1/8/2016 0:00,,,-87.654684,41.7069349,1/8/2016 3:10,1256,W,103RD ST,103RD ST,1256 W 103RD ST,IL,964060,3-7 AM SNOW ROUTE,22,CHEV,60,Bankruptcy,2016,TRUE,1/8/2016 3:10,TICKET - NO TOW
,,,,,,,,,,2379235,,,,,,1/10/2016 0:00,,,-87.67596,41.97582,1/10/2016 3:39,1837,W,FOSTER,FOSTER AVE,1837 W FOSTER,IL,964060,3-7 AM SNOW ROUTE,20,TOYT,60,Paid,2016,TRUE,1/10/2016 3:39,TICKET - NO TOW
,,,,,,,,,,N541057,,,,,,1/11/2016 0:00,,,-87.6935166,41.9760049,1/11/2016 3:02,2522,W,FOSTER AVE,FOSTER AVE,2522 W FOSTER AVE,IL,964060,3-7 AM SNOW ROUTE,20,CHEV,60,Dismissed,2016,TRUE,1/11/2016 3:02,TICKET - NO TOW
,,,,,,,,,,E440490,,,,,,1/9/2016 0:00,,,-87.6304299,41.9037928,1/9/2016 3:11,47,W,DIVISION,DIVISION ST,47 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,18,GMC,60,Paid,2016,TRUE,1/9/2016 3:11,TICKET - NO TOW
,,,,,,,,,,E269948,,,,,,1/7/2016 0:00,,,-87.69219,41.92015,1/7/2016 3:16,2117,N,MILWAUKEE,MILWAUKEE AVE,2117 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,MERC,60,Paid,2016,TRUE,1/7/2016 3:16,TICKET - NO TOW
,,,,,,,,,,A419332,,,,,,1/10/2016 0:00,,,-87.70359,41.9271,1/10/2016 3:35,2507,N,MILWAUKEE,MILWAUKEE AVE,2507 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,CHEV,60,Paid,2016,TRUE,1/10/2016 3:35,TICKET - NO TOW
,,,,,,,,,,E419339,,,,,,1/9/2016 0:00,,,-87.67679,41.90961,1/9/2016 3:22,1558,N,MILWAUKEE,MILWAUKEE AVE,1558 N MILWAUKEE,IL,964060,3-7 AM SNOW ROUTE,14,TOYT,120,Notice,2016,TRUE,1/9/2016 3:22,TICKET - NO TOW
,,,,,,,,,,L749981,,,,,,1/7/2016 0:00,,,-87.6746976,42.0140772,1/7/2016 3:07,7337,N,CLARK,CLARK ST,7337 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,CHEV,60,Dismissed,2016,TRUE,1/7/2016 3:07,TICKET - NO TOW
,,,,,,,,,,9123659,,,,,,1/11/2016 0:00,,,-87.67414,42.01114,1/11/2016 3:13,7059,N,CLARK,CLARK ST,7059 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,VOLK,60,Paid,2016,TRUE,1/11/2016 3:13,TICKET - NO TOW
,,,,,,,,,,R696605,,,,,,1/6/2016 0:00,,,-87.6741901,42.0091988,1/6/2016 15:14,7004,N,CLARK,CLARK ST,7004 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,MAZD,60,Paid,2016,TRUE,1/6/2016 15:14,TICKET - NO TOW
,,,,,,,,,,9376555,,,,,,1/9/2016 0:00,,,-87.6277725,41.8724653,1/9/2016 3:06,728,S,STATE,STATE ST,728 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,TOYT,60,Paid,2016,TRUE,1/9/2016 3:06,TICKET - NO TOW
,,,,,,,,,,G906544,,,,,,1/9/2016 0:00,,,-87.62675,41.85457,1/9/2016 3:32,2035,S,STATE,STATE ST,2035 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,DODG,60,Paid,2016,TRUE,1/9/2016 3:32,TICKET - NO TOW
,,,,,,,,,,E815637,,,,,,1/9/2016 0:00,,,-87.6269751,41.8530745,1/9/2016 3:39,2173,S,STATE,STATE ST,2173 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,HYUN,60,Paid,2016,TRUE,1/9/2016 3:39,TICKET - NO TOW
,,,,,,,,,,1268299,,,,,,1/7/2016 0:00,,,-87.63992,41.8817251,1/7/2016 3:02,501,W,MADISON,MADISON ST,501 W MADISON,IL,964060,3-7 AM SNOW ROUTE,1,CHEV,60,Define,2016,TRUE,1/7/2016 3:02,TICKET - NO TOW
,,,,,,,,,,AKM883,,,,,,1/2/2016 0:00,,,-87.62692,41.86436,1/2/2016 3:40,1349,S,STATE ST,STATE ST,1349 S STATE ST,MI,964060,3-7 AM SNOW ROUTE,1,CHEV,60,Paid,2016,TRUE,1/2/2016 3:40,TICKET - NO TOW
,,,,,,,,,,9882027,,,,,,1/7/2016 0:00,,,-87.6302059,41.9040646,1/7/2016 3:04,36,W,DIVISION,DIVISION ST,36 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,18,FORD,120,Notice,2016,TRUE,1/7/2016 3:04,TICKET - NO TOW
,,,,,,,,,,Z612476,,,,,,1/8/2016 0:00,,,-87.7651662,41.8940831,1/8/2016 3:18,741,N,CENTRAL,CENTRAL AVE,741 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,15,FORD,60,Paid,2016,TRUE,1/8/2016 3:18,TICKET - NO TOW
,,,,,,,,,,9766889,,,,,,1/10/2016 0:00,,,-87.7088849,41.979608,1/10/2016 3:06,5404,N,KEDZIE,KEDZIE AVE,5404 N KEDZIE,IL,964060,3-7 AM SNOW ROUTE,17,NISS,60,Paid,2016,TRUE,1/10/2016 3:06,TICKET - NO TOW
,,,,,,,,,,S338174,,,,,,1/17/2016 0:00,,,-87.662,41.75064,1/17/2016 3:55,1524,W,79TH ST,79TH ST,1524 W 79TH ST,IL,964060,3-7 AM SNOW ROUTE,6,DODG,120,Notice,2016,TRUE,1/17/2016 3:55,TICKET - NO TOW
,,,,,,,,,,2479306,,,,,,1/3/2016 0:00,,,-87.61163,41.75163,1/3/2016 4:26,514,E,79TH ST,79TH ST,514 E 79TH ST,IL,964060,3-7 AM SNOW ROUTE,6,CHRY,60,Define,2016,TRUE,1/3/2016 4:26,TICKET - NO TOW
,,,,,,,,,,V847447,,,,,,1/3/2016 0:00,,,-87.61161,41.7510051,1/3/2016 4:29,521,E,79TH T,79TH ST,521 E 79TH T,IL,964060,3-7 AM SNOW ROUTE,6,CHEV,120,Notice,2016,TRUE,1/3/2016 4:29,TICKET - NO TOW
,,,,,,,,,,E717504,,,,,,1/3/2016 0:00,,,-87.6111086,41.7512948,1/3/2016 4:31,532,E,79TH,79TH ST,532 E 79TH,IL,964060,3-7 AM SNOW ROUTE,6,CHEV,60,Paid,2016,TRUE,1/3/2016 4:31,TICKET - NO TOW
,,,,,,,,,,V642978,,,,,,1/3/2016 0:00,,,-87.610966,41.7510336,1/3/2016 4:40,543,E,79TH ST,79TH ST,543 E 79TH ST,IL,964060,3-7 AM SNOW ROUTE,6,NISS,60,Paid,2016,TRUE,1/3/2016 4:40,TICKET - NO TOW
,,,,,,,,,,E713510,,,,,,1/9/2016 0:00,,,-87.6110408,41.7510286,1/9/2016 3:10,537,E,79TH ST,79TH ST,537 E 79TH ST,IL,964060,3-7 AM SNOW ROUTE,6,AUDI,120,Notice,2016,TRUE,1/9/2016 3:10,TICKET - NO TOW
,,,,,,,,,,N310667,,,,,,1/9/2016 0:00,,,-87.6110906,41.7510253,1/9/2016 3:15,533,E,79TH ST,79TH ST,533 E 79TH ST,IL,964060,3-7 AM SNOW ROUTE,6,CHEV,120,Paid,2016,TRUE,1/9/2016 3:15,TICKET - NO TOW
,,,,,,,,,,DL471FR,,,,,,1/9/2016 0:00,,,-87.6110837,41.7512964,1/9/2016 3:16,534,E,79TH ST,79TH ST,534 E 79TH ST,IL,964060,3-7 AM SNOW ROUTE,6,MERZ,60,Define,2016,TRUE,1/9/2016 3:16,TICKET - NO TOW
,,,,,,,,,,E533376,,,,,,1/16/2016 0:00,,,-87.6110408,41.7510286,1/16/2016 4:45,537,E,79TH,79TH ST,537 E 79TH,IL,964060,3-7 AM SNOW ROUTE,6,NISS,60,Paid,2016,TRUE,1/16/2016 4:45,TICKET - NO TOW
,,,,,,,,,,P859542,,,,,,1/16/2016 0:00,,,-87.6110906,41.7510253,1/16/2016 4:46,533,E,79TH,79TH ST,533 E 79TH,IL,964060,3-7 AM SNOW ROUTE,6,DODG,120,Notice,2016,TRUE,1/16/2016 4:46,TICKET - NO TOW
,,,,,,,,,,S252550,,,,,,1/15/2016 0:00,,,-87.6744848,42.0128174,1/15/2016 3:16,7211,N,CLARK,CLARK ST,7211 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,TOYT,60,Paid,2016,TRUE,1/15/2016 3:16,TICKET - NO TOW
,,,,,,,,,,441TMG,,,,,,1/16/2016 0:00,,,-87.6695075,41.9982249,1/16/2016 3:04,1538,W,DEVON,DEVON AVE,1538 W DEVON,WI,964060,3-7 AM SNOW ROUTE,24,VOLK,60,Paid,2016,TRUE,1/16/2016 3:04,TICKET - NO TOW
,,,,,,,,,,V520580,,,,,,1/16/2016 0:00,,,-87.6698224,41.9982249,1/16/2016 3:07,1546,W,DEVON,DEVON AVE,1546 W DEVON,IL,964060,3-7 AM SNOW ROUTE,24,CHEV,60,Define,2016,TRUE,1/16/2016 3:07,TICKET - NO TOW
,,,,,,,,,,2590232,,,,,,1/16/2016 0:00,,,-87.66572,41.9979951,1/16/2016 3:02,1407,W,DEVON,DEVON AVE,1407 W DEVON,IL,964060,3-7 AM SNOW ROUTE,24,CHEV,60,Define,2016,TRUE,1/16/2016 3:02,TICKET - NO TOW
,,,,,,,,,,R197063,,,,,,1/16/2016 0:00,,,-87.66953,41.99785,1/16/2016 3:05,1541,W,DEVON,DEVON AVE,1541 W DEVON,IL,964060,3-7 AM SNOW ROUTE,24,NISS,60,Paid,2016,TRUE,1/16/2016 3:05,TICKET - NO TOW
,,,,,,,,,,V733932,,,,,,1/16/2016 0:00,,,-87.66952,41.99835,1/16/2016 3:06,1540,W,DEVON,DEVON AVE,1540 W DEVON,IL,964060,3-7 AM SNOW ROUTE,24,TOYT,60,Paid,2016,TRUE,1/16/2016 3:06,TICKET - NO TOW
,,,,,,,,,,526NJM,,,,,,1/16/2016 0:00,,,-87.67241,42.00244,1/16/2016 3:12,6622,N,CLARK,CLARK ST,6622 N CLARK,FL,964060,3-7 AM SNOW ROUTE,24,NISS,60,Paid,2016,TRUE,1/16/2016 3:12,TICKET - NO TOW
,,,,,,,,,,E703145,,,,,,1/16/2016 0:00,,,-87.6725366,42.0031088,1/16/2016 3:15,6650,N,CLARK,CLARK ST,6650 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,FORD,60,Paid,2016,TRUE,1/16/2016 3:15,TICKET - NO TOW
,,,,,,,,,,L186217,,,,,,1/16/2016 0:00,,,-87.67618,42.0186363,1/16/2016 3:24,7516,N,CLARK,CLARK ST,7516 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,FORD,60,Paid,2016,TRUE,1/16/2016 3:24,TICKET - NO TOW
,,,,,,,,,,IBT7276,,,,,,1/18/2016 0:00,,,-87.66853,41.99786,1/18/2016 3:01,1515,W,DEVON,DEVON AVE,1515 W DEVON,MD,964060,3-7 AM SNOW ROUTE,24,HYUN,60,Paid,2016,TRUE,1/18/2016 3:01,TICKET - NO TOW
,,,,,,,,,,12565LE,,,,,,1/18/2016 0:00,,,-87.6745526,42.0110304,1/18/2016 3:09,7086,N,CLARK,CLARK ST,7086 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,FORD,60,Define,2016,TRUE,1/18/2016 3:09,TICKET - NO TOW
,,,,,,,,,,Z146883,,,,,,1/18/2016 0:00,,,-87.67462,42.01054,1/18/2016 3:11,7050,N,CLARK,CLARK ST,7050 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,FORD,120,Paid,2016,TRUE,1/18/2016 3:11,TICKET - NO TOW
,,,,,,,,,,R197815,,,,,,1/17/2016 0:00,,,-87.6696599,41.99835,1/17/2016 3:06,1542,W,DEVON,DEVON AVE,1542 W DEVON,IL,964060,3-7 AM SNOW ROUTE,24,CHRY,120,Notice,2016,TRUE,1/17/2016 3:06,TICKET - NO TOW
,,,,,,,,,,Z111965,,,,,,1/17/2016 0:00,,,-87.67205,42.00335,1/17/2016 3:18,6657,N,CLARK,CLARK ST,6657 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,NISS,60,Paid,2016,TRUE,1/17/2016 3:18,TICKET - NO TOW
,,,,,,,,,,VJD196,,,,,,1/17/2016 0:00,,,-87.6738512,42.0093156,1/17/2016 3:28,7007,N,CLARK,CLARK ST,7007 N CLARK,IN,964060,3-7 AM SNOW ROUTE,24,TOYT,120,Paid,2016,TRUE,1/17/2016 3:28,TICKET - NO TOW
,,,,,,,,,,V139034,,,,,,1/17/2016 0:00,,,-87.67462,42.01054,1/17/2016 3:30,7050,N,CLARK,CLARK ST,7050 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,AUDI,60,Paid,2016,TRUE,1/17/2016 3:30,TICKET - NO TOW
,,,,,,,,,,S169960,,,,,,1/17/2016 0:00,,,-87.6745662,42.0111163,1/17/2016 3:33,7068,N,CLARK,CLARK ST,7068 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,VOLK,60,Paid,2016,TRUE,1/17/2016 3:33,TICKET - NO TOW
,,,,,,,,,,V841486,,,,,,1/17/2016 0:00,,,-87.6743529,42.0099272,1/17/2016 3:43,7036,N,CLARK,CLARK ST,7036 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,FORD,60,Paid,2016,TRUE,1/17/2016 3:43,TICKET - NO TOW
,,,,,,,,,,K569402,,,,,,1/18/2016 0:00,,,-87.6743529,42.0099272,1/18/2016 3:06,7036,N,CLARK,CLARK ST,7036 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,LEXU,60,Paid,2016,TRUE,1/18/2016 3:06,TICKET - NO TOW
,,,,,,,,,,R199294,,,,,,1/18/2016 0:00,,,-87.67466,42.01081,1/18/2016 3:07,7060,N,CLARK,CLARK ST,7060 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,CHEV,60,Paid,2016,TRUE,1/18/2016 3:07,TICKET - NO TOW
,,,,,,,,,,2113AI,,,,,,1/17/2016 0:00,,,-87.6711373,42.0002458,1/17/2016 3:11,6507,N,CLARK,CLARK ST,6507 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,HYUN,60,Paid,2016,TRUE,1/17/2016 3:11,TICKET - NO TOW
,,,,,,,,,,K485431,,,,,,1/17/2016 0:00,,,-87.6725167,42.0041506,1/17/2016 3:21,6719,N,CLARK,CLARK ST,6719 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,CHEV,60,Paid,2016,TRUE,1/17/2016 3:21,TICKET - NO TOW
,,,,,,,,,,S777157,,,,,,1/17/2016 0:00,,,-87.6727,42.00482,1/17/2016 3:23,6745,N,CLARK,CLARK ST,6745 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,TOYT,60,Paid,2016,TRUE,1/17/2016 3:23,TICKET - NO TOW
,,,,,,,,,,S317712,,,,,,1/17/2016 0:00,,,-87.6735951,42.0066904,1/17/2016 3:25,6902,N,CLARK,CLARK ST,6902 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,NISS,60,Define,2016,TRUE,1/17/2016 3:25,TICKET - NO TOW
,,,,,,,,,,183828EN,,,,,,1/17/2016 0:00,,,-87.67336,42.00841,1/17/2016 3:27,6963,N,CLARK,CLARK ST,6963 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,FORD,60,Paid,2016,TRUE,1/17/2016 3:27,TICKET - NO TOW
,,,,,,,,,,711XNW,,,,,,1/17/2016 0:00,,,-87.6745126,42.010777,1/17/2016 3:31,7058,N,CLARK,CLARK ST,7058 N CLARK,WI,964060,3-7 AM SNOW ROUTE,24,CADI,60,Paid,2016,TRUE,1/17/2016 3:31,TICKET - NO TOW
,,,,,,,,,,S723424,,,,,,1/17/2016 0:00,,,-87.6761891,42.0186591,1/17/2016 3:38,7538,N,CLARK,CLARK ST,7538 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,CHRY,60,Paid,2016,TRUE,1/17/2016 3:38,TICKET - NO TOW
,,,,,,,,,,E422254,,,,,,1/17/2016 0:00,,,-87.6758757,42.0188029,1/17/2016 3:40,7545,N,CLARK,CLARK ST,7545 N CLARK,IL,964060,3-7 AM SNOW ROUTE,24,CHEV,120,Paid,2016,TRUE,1/17/2016 3:40,TICKET - NO TOW
,,,,,,,,,,nan,,,,,,1/6/2016 0:00,,,-87.6273109,41.8739884,1/6/2016 3:01,633,S,STATE,STATE ST,633 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,CHEV,60,Define,2016,TRUE,1/6/2016 3:01,TICKET - NO TOW
,,,,,,,,,,1583399B,,,,,,1/17/2016 0:00,,,-87.76533,41.90281,1/17/2016 3:18,1221,N,CENTRAL,CENTRAL AVE,1221 N CENTRAL,IL,964060,3-7 AM SNOW ROUTE,25,JEEP,120,Notice,2016,TRUE,1/17/2016 3:18,TICKET - NO TOW
,,,,,,,,,,G093878,,,,,,1/18/2016 0:00,,,-87.65866,41.8784,1/18/2016 4:43,8110,S,COTTAGE,COTTAGE GROVE AVE,8110 S COTTAGE,IL,964060,3-7 AM SNOW ROUTE,6,CHEV,60,Define,2016,TRUE,1/18/2016 4:43,TICKET - NO TOW
,,,,,,,,,,Z264217,,,,,,1/18/2016 0:00,,,-87.66851,41.75052,1/18/2016 3:20,1812,W,79TH ST,79TH ST,1812 W 79TH ST,IL,964060,3-7 AM SNOW ROUTE,6,OLDS,120,Bankruptcy,2016,TRUE,1/18/2016 3:20,TICKET - NO TOW
,,,,,,,,,,S948089,,,,,,1/6/2016 0:00,,,-87.6272651,41.8713346,1/6/2016 3:05,825,S,STATE,STATE ST,825 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,FORD,60,Paid,2016,TRUE,1/6/2016 3:05,TICKET - NO TOW
,,,,,,,,,,522S661,,,,,,1/16/2016 0:00,,,-87.6178121,41.8452392,1/16/2016 3:12,2628,S,KING DRIVE,MARTIN LUTHER KING DRIVE,2628 S KING DRIVE,IL,964060,3-7 AM SNOW ROUTE,1,NISS,120,Notice,2016,TRUE,1/16/2016 3:12,TICKET - NO TOW
,,,,,,,,,,E600743,,,,,,1/16/2016 0:00,,,-87.6169862,41.8395223,1/16/2016 3:17,3035,S,KING DRIVE,MARTIN LUTHER KING DRIVE,3035 S KING DRIVE,IL,964060,3-7 AM SNOW ROUTE,1,TOYT,60,Paid,2016,TRUE,1/16/2016 3:17,TICKET - NO TOW
,,,,,,,,,,E992395,,,,,,1/17/2016 0:00,,,-87.67644,41.90291,1/17/2016 3:15,1941,W,DIVISION,DIVISION ST,1941 W DIVISION,IL,964060,3-7 AM SNOW ROUTE,12,CHRY,60,Paid,2016,TRUE,1/17/2016 3:15,TICKET - NO TOW
,,,,,,,,,,N707512,,,,,,1/17/2016 0:00,,,-87.6177949,41.8464593,1/17/2016 3:07,2540,S,KING DR,MARTIN LUTHER KING DRIVE,2540 S KING DR,IL,964060,3-7 AM SNOW ROUTE,1,HYUN,60,Paid,2016,TRUE,1/17/2016 3:07,TICKET - NO TOW
,,,,,,,,,,E972880,,,,,,1/17/2016 0:00,,,-87.6170934,41.8427595,1/17/2016 3:14,2841,S,KING DR,MARTIN LUTHER KING DRIVE,2841 S KING DR,IL,964060,3-7 AM SNOW ROUTE,1,HYUN,120,Notice,2016,TRUE,1/17/2016 3:14,TICKET - NO TOW
,,,,,,,,,,640NPR,,,,,,1/17/2016 0:00,,,-87.6404199,41.8817251,1/17/2016 3:02,521,W,MADISON,MADISON ST,521 W MADISON,IL,964060,3-7 AM SNOW ROUTE,1,TOYT,60,Define,2016,TRUE,1/17/2016 3:02,TICKET - NO TOW
,,,,,,,,,,125RLL,,,,,,1/17/2016 0:00,,,-87.6403699,41.8817251,1/17/2016 3:01,519,W,MADISON ST,MADISON ST,519 W MADISON ST,MN,964060,3-7 AM SNOW ROUTE,1,FORD,60,Paid,2016,TRUE,1/17/2016 3:01,TICKET - NO TOW
